income,fixed_expenses,weekly_food_spending,weekly_transport_spending,subscription_services_count,employment_status,age,last_month_spending,savings_last_month,next_month_spending_prediction,saving_suggestion
27334000,7679000,2161000,196000,1,Student,26,14233000,13101000,15799592.07,"Kurangi makan di luar, coba masak sendiri di rumah."
47424000,14922000,2602000,617000,3,Businessman,46,5219000,42205000,33222844.45,"Sudah cukup hemat, pertahankan kebiasaan menabung."
25327000,8411000,1004000,911000,0,Businessman,39,6700000,18627000,18543165.78,"Cobalah menggunakan transportasi umum seperti angkot, bus, atau KRL."
46603000,12936000,2762000,400000,1,Student,44,11877000,34726000,24044212.96,"Sudah cukup hemat, pertahankan kebiasaan menabung."
18560000,6258000,1318000,975000,1,Full-time,42,12088000,6472000,17139144.82,"Cobalah menggunakan transportasi umum seperti angkot, bus, atau KRL."
11029000,2263000,323000,418000,5,Student,54,4091000,6938000,4420366.949,"Cobalah menggunakan transportasi umum seperti angkot, bus, atau KRL."
23600000,8585000,364000,348000,9,Businessman,30,19202000,4398000,16131926.54,Kurangi langganan aplikasi jasa yang jarang digunakan.
12351000,3801000,1356000,291000,3,Student,41,9472000,2879000,8796965.365,"Kurangi makan di luar, coba masak sendiri di rumah."
35176000,8906000,2571000,201000,10,Full-time,55,15835000,19341000,21748980.99,Kurangi langganan aplikasi jasa yang jarang digunakan.
39532000,8008000,921000,434000,1,Student,49,29582000,9950000,12875467.86,"Sudah cukup hemat, pertahankan kebiasaan menabung."
42009000,10295000,2081000,352000,10,Student,21,33364000,8645000,18431601.1,Kurangi langganan aplikasi jasa yang jarang digunakan.
28481000,5997000,1197000,561000,9,Part-time,46,23110000,5371000,15078235.46,Kurangi langganan aplikasi jasa yang jarang digunakan.
36926000,10541000,985000,444000,2,Full-time,61,28291000,8635000,21010580.03,"Sudah cukup hemat, pertahankan kebiasaan menabung."
40592000,8353000,1865000,275000,4,Freelance,23,18116000,22476000,20051235.98,"Sudah cukup hemat, pertahankan kebiasaan menabung."
12721000,2679000,1094000,640000,10,Student,41,6332000,6389000,9009087.86,Kurangi langganan aplikasi jasa yang jarang digunakan.
32265000,6813000,527000,473000,4,Freelance,46,13509000,18756000,11463178.11,"Sudah cukup hemat, pertahankan kebiasaan menabung."
49335000,12661000,1378000,859000,0,Full-time,50,31512000,17823000,21105435.51,"Sudah cukup hemat, pertahankan kebiasaan menabung."
16827000,6591000,644000,897000,4,Student,23,12065000,4762000,10703147.18,"Cobalah menggunakan transportasi umum seperti angkot, bus, atau KRL."
24305000,5268000,2789000,416000,10,Contract,28,11311000,12994000,20183531.29,Kurangi langganan aplikasi jasa yang jarang digunakan.
36921000,9323000,502000,645000,4,Businessman,59,3746000,33175000,17003469.6,"Sudah cukup hemat, pertahankan kebiasaan menabung."
25684000,7993000,933000,701000,4,Full-time,46,22613000,3071000,16145314.23,"Cobalah menggunakan transportasi umum seperti angkot, bus, atau KRL."
49525000,15304000,1122000,569000,8,Student,24,3383000,46142000,19876935.92,Kurangi langganan aplikasi jasa yang jarang digunakan.
14194000,3426000,2264000,120000,7,Contract,22,9116000,5078000,13211187.47,Kurangi langganan aplikasi jasa yang jarang digunakan.
28771000,9344000,2567000,858000,9,Freelance,48,20484000,8287000,25373303.66,Kurangi langganan aplikasi jasa yang jarang digunakan.
41059000,10625000,459000,441000,3,Freelance,65,14010000,27049000,16254242.62,"Sudah cukup hemat, pertahankan kebiasaan menabung."
42359000,12384000,2911000,624000,1,Full-time,44,25491000,16868000,26949457.55,"Sudah cukup hemat, pertahankan kebiasaan menabung."
43650000,17265000,2638000,892000,7,Full-time,44,17586000,26064000,34004825.88,Kurangi langganan aplikasi jasa yang jarang digunakan.
43342000,15925000,1648000,482000,4,Full-time,59,30992000,12350000,29414189.82,"Sudah cukup hemat, pertahankan kebiasaan menabung."
11204000,4059000,1005000,241000,4,Full-time,49,7420000,3784000,9778896.275,"Kurangi makan di luar, coba masak sendiri di rumah."
17936000,5721000,1788000,520000,1,Full-time,47,4373000,13563000,16481628.83,"Kurangi makan di luar, coba masak sendiri di rumah."
34147000,7692000,2282000,706000,3,Businessman,52,4047000,30100000,24084882.42,"Sudah cukup hemat, pertahankan kebiasaan menabung."
30570000,11209000,1035000,394000,4,Part-time,35,7324000,23246000,16708968.85,"Sudah cukup hemat, pertahankan kebiasaan menabung."
31644000,12586000,2304000,238000,10,Full-time,44,14546000,17098000,24496057.98,Kurangi langganan aplikasi jasa yang jarang digunakan.
40767000,9894000,1369000,465000,10,Freelance,27,8819000,31948000,18285396.3,Kurangi langganan aplikasi jasa yang jarang digunakan.
32561000,10485000,1336000,208000,10,Contract,50,4916000,27645000,17972080.02,Kurangi langganan aplikasi jasa yang jarang digunakan.
29142000,5885000,1987000,705000,2,Contract,46,7015000,22127000,16975953.52,"Sudah cukup hemat, pertahankan kebiasaan menabung."
38895000,15497000,598000,369000,8,Full-time,44,3417000,35478000,21166241.13,Kurangi langganan aplikasi jasa yang jarang digunakan.
20906000,6526000,1122000,815000,8,Part-time,47,12480000,8426000,14293694.75,Kurangi langganan aplikasi jasa yang jarang digunakan.
43228000,10575000,1622000,560000,3,Student,32,7434000,35794000,16804500.78,"Sudah cukup hemat, pertahankan kebiasaan menabung."
25647000,7924000,1239000,419000,5,Businessman,44,11245000,14402000,16998923.25,"Sudah cukup hemat, pertahankan kebiasaan menabung."
47199000,17465000,913000,194000,10,Full-time,33,25571000,21628000,26442975.19,Kurangi langganan aplikasi jasa yang jarang digunakan.
38419000,10470000,2510000,870000,3,Part-time,64,34266000,4153000,21972719.29,"Sudah cukup hemat, pertahankan kebiasaan menabung."
31848000,8907000,1166000,827000,4,Full-time,21,8781000,23067000,19204894.97,"Cobalah menggunakan transportasi umum seperti angkot, bus, atau KRL."
31105000,10778000,920000,804000,5,Freelance,33,27504000,3601000,18271286.65,"Cobalah menggunakan transportasi umum seperti angkot, bus, atau KRL."
40400000,14553000,546000,235000,5,Full-time,19,35074000,5326000,22687574.41,"Sudah cukup hemat, pertahankan kebiasaan menabung."
10549000,3290000,698000,141000,6,Student,62,3920000,6629000,5792894.311,Kurangi langganan aplikasi jasa yang jarang digunakan.
8113000,1662000,1248000,253000,6,Contract,38,5744000,2369000,8601884.691,Kurangi langganan aplikasi jasa yang jarang digunakan.
14062000,5233000,1304000,590000,9,Student,31,9449000,4613000,11354425.42,Kurangi langganan aplikasi jasa yang jarang digunakan.
8680000,2301000,857000,266000,2,Student,65,4714000,3966000,6256823.358,"Kurangi makan di luar, coba masak sendiri di rumah."
25389000,8217000,423000,245000,0,Student,40,6623000,18766000,9438509.58,"Sudah cukup hemat, pertahankan kebiasaan menabung."
12620000,2828000,441000,926000,10,Student,22,7905000,4715000,7732760.401,Kurangi langganan aplikasi jasa yang jarang digunakan.
16674000,3644000,617000,996000,2,Contract,19,13157000,3517000,9913223.464,"Cobalah menggunakan transportasi umum seperti angkot, bus, atau KRL."
34065000,9417000,497000,553000,7,Part-time,61,21735000,12330000,14245918.96,Kurangi langganan aplikasi jasa yang jarang digunakan.
17600000,4451000,2241000,911000,8,Contract,29,11944000,5656000,18099021.49,Kurangi langganan aplikasi jasa yang jarang digunakan.
41264000,9100000,2913000,217000,3,Part-time,42,27336000,13928000,21220001.19,"Sudah cukup hemat, pertahankan kebiasaan menabung."
16775000,6133000,1781000,228000,1,Contract,36,11637000,5138000,14285461.15,"Kurangi makan di luar, coba masak sendiri di rumah."
18318000,6337000,2185000,318000,0,Full-time,44,3530000,14788000,18009932.59,"Kurangi makan di luar, coba masak sendiri di rumah."
11564000,2720000,332000,154000,1,Part-time,28,10373000,1191000,4501518.272,"Sudah cukup hemat, pertahankan kebiasaan menabung."
21763000,7190000,1395000,602000,5,Contract,19,14430000,7333000,17260106.57,"Cobalah menggunakan transportasi umum seperti angkot, bus, atau KRL."
44229000,17113000,387000,580000,1,Freelance,30,37717000,6512000,25239304.17,"Sudah cukup hemat, pertahankan kebiasaan menabung."
43862000,9413000,1016000,568000,3,Full-time,63,35123000,8739000,18206066.39,"Sudah cukup hemat, pertahankan kebiasaan menabung."
26459000,9880000,2173000,756000,1,Freelance,52,9191000,17268000,23511612.07,"Kurangi makan di luar, coba masak sendiri di rumah."
30063000,10888000,3000000,999000,1,Student,37,22526000,7537000,22622934.06,"Kurangi makan di luar, coba masak sendiri di rumah."
49837000,11605000,2278000,376000,0,Contract,42,36156000,13681000,21856000.31,"Sudah cukup hemat, pertahankan kebiasaan menabung."
26457000,5475000,627000,345000,1,Contract,24,3696000,22761000,9542013.385,"Sudah cukup hemat, pertahankan kebiasaan menabung."
46517000,18049000,1419000,210000,0,Freelance,32,31234000,15283000,27522016.95,"Sudah cukup hemat, pertahankan kebiasaan menabung."
42028000,14679000,559000,255000,8,Part-time,62,30514000,11514000,16302264.54,Kurangi langganan aplikasi jasa yang jarang digunakan.
22480000,6888000,2911000,108000,1,Freelance,28,4666000,17814000,21121373.81,"Kurangi makan di luar, coba masak sendiri di rumah."
19804000,5220000,695000,804000,2,Full-time,60,17392000,2412000,12086410.64,"Cobalah menggunakan transportasi umum seperti angkot, bus, atau KRL."
23587000,5412000,1713000,178000,5,Businessman,45,14609000,8978000,14068727.52,"Sudah cukup hemat, pertahankan kebiasaan menabung."
14241000,2917000,508000,709000,4,Contract,43,8869000,5372000,9083052.559,"Cobalah menggunakan transportasi umum seperti angkot, bus, atau KRL."
44521000,11902000,1592000,363000,2,Contract,33,8262000,36259000,21337288.56,"Sudah cukup hemat, pertahankan kebiasaan menabung."
22221000,4928000,2039000,997000,8,Contract,39,19723000,2498000,16111507.48,Kurangi langganan aplikasi jasa yang jarang digunakan.
47619000,15708000,592000,919000,7,Student,57,37398000,10221000,17707016.34,Kurangi langganan aplikasi jasa yang jarang digunakan.
20862000,8175000,1913000,347000,0,Student,34,8280000,12582000,15805353.38,"Kurangi makan di luar, coba masak sendiri di rumah."
28402000,6930000,1653000,743000,3,Part-time,40,10650000,17752000,16611589.45,"Cobalah menggunakan transportasi umum seperti angkot, bus, atau KRL."
21885000,6626000,1713000,473000,10,Freelance,64,9066000,12819000,16410420.72,Kurangi langganan aplikasi jasa yang jarang digunakan.
18045000,4614000,1452000,114000,3,Businessman,61,9854000,8191000,12411827.71,"Kurangi makan di luar, coba masak sendiri di rumah."
49666000,19559000,662000,157000,4,Contract,53,27319000,22347000,24969810.11,"Sudah cukup hemat, pertahankan kebiasaan menabung."
36150000,14274000,1662000,803000,10,Freelance,63,29180000,6970000,25595212.79,Kurangi langganan aplikasi jasa yang jarang digunakan.
37041000,14346000,1802000,238000,2,Part-time,29,22100000,14941000,20487281.8,"Sudah cukup hemat, pertahankan kebiasaan menabung."
7041000,2005000,602000,560000,10,Student,52,3844000,3197000,6084869.488,Kurangi langganan aplikasi jasa yang jarang digunakan.
45778000,12822000,2725000,160000,0,Student,24,32562000,13216000,24632558.69,"Sudah cukup hemat, pertahankan kebiasaan menabung."
12000000,3105000,1078000,591000,0,Student,26,7762000,4238000,9097884.881,"Kurangi makan di luar, coba masak sendiri di rumah."
21313000,6811000,2761000,189000,3,Freelance,41,10995000,10318000,19656571.98,"Kurangi makan di luar, coba masak sendiri di rumah."
36562000,12217000,2476000,512000,7,Contract,50,19856000,16706000,26593007.66,Kurangi langganan aplikasi jasa yang jarang digunakan.
28425000,8072000,2559000,934000,4,Contract,39,3383000,25042000,23014266.69,"Kurangi makan di luar, coba masak sendiri di rumah."
29037000,9997000,2268000,367000,4,Freelance,59,15277000,13760000,21058556.66,"Kurangi makan di luar, coba masak sendiri di rumah."
18919000,5526000,1507000,573000,0,Full-time,20,3067000,15852000,14927520.79,"Kurangi makan di luar, coba masak sendiri di rumah."
32671000,11279000,2568000,397000,0,Contract,29,8042000,24629000,24189996.25,"Kurangi makan di luar, coba masak sendiri di rumah."
31636000,9523000,1204000,176000,2,Contract,24,3719000,27917000,15809870.64,"Sudah cukup hemat, pertahankan kebiasaan menabung."
24695000,5362000,1653000,158000,2,Contract,24,8834000,15861000,13567363.89,"Sudah cukup hemat, pertahankan kebiasaan menabung."
19867000,5437000,2132000,234000,2,Contract,49,9582000,10285000,14847674.98,"Kurangi makan di luar, coba masak sendiri di rumah."
22952000,4946000,437000,468000,4,Freelance,35,15142000,7810000,10851501.62,"Sudah cukup hemat, pertahankan kebiasaan menabung."
21496000,5357000,1079000,382000,2,Full-time,62,19252000,2244000,10909699.6,"Sudah cukup hemat, pertahankan kebiasaan menabung."
18703000,5272000,1521000,120000,5,Student,41,13581000,5122000,10081613.63,"Kurangi makan di luar, coba masak sendiri di rumah."
45944000,18224000,582000,741000,0,Contract,22,28700000,17244000,26076129.31,"Sudah cukup hemat, pertahankan kebiasaan menabung."
35833000,9606000,2399000,284000,5,Student,31,21929000,13904000,18243691.34,"Sudah cukup hemat, pertahankan kebiasaan menabung."
41695000,8506000,2969000,897000,6,Freelance,43,32182000,9513000,24701911.21,Kurangi langganan aplikasi jasa yang jarang digunakan.
45966000,13840000,1319000,258000,7,Part-time,21,12200000,33766000,20222056.86,Kurangi langganan aplikasi jasa yang jarang digunakan.
42936000,15955000,361000,460000,10,Part-time,33,24794000,18142000,18678930.76,Kurangi langganan aplikasi jasa yang jarang digunakan.
24022000,8896000,1429000,673000,3,Freelance,42,11316000,12706000,17945707.23,"Cobalah menggunakan transportasi umum seperti angkot, bus, atau KRL."
19428000,7157000,1315000,503000,0,Student,31,10902000,8526000,13708890.48,"Cobalah menggunakan transportasi umum seperti angkot, bus, atau KRL."
34844000,12836000,1051000,151000,1,Freelance,51,22309000,12535000,21055395.28,"Sudah cukup hemat, pertahankan kebiasaan menabung."
19866000,6064000,1899000,698000,4,Full-time,60,5740000,14126000,17613473.5,"Kurangi makan di luar, coba masak sendiri di rumah."
33003000,9208000,2397000,619000,2,Contract,58,17637000,15366000,20850535.06,"Sudah cukup hemat, pertahankan kebiasaan menabung."
48242000,17114000,1430000,110000,6,Contract,30,21736000,26506000,24509809.31,Kurangi langganan aplikasi jasa yang jarang digunakan.
45740000,14074000,2099000,574000,7,Contract,37,20562000,25178000,24074425.66,Kurangi langganan aplikasi jasa yang jarang digunakan.
26888000,10172000,2109000,701000,9,Freelance,56,20663000,6225000,24630119.72,Kurangi langganan aplikasi jasa yang jarang digunakan.
14628000,3257000,2258000,307000,8,Student,46,12667000,1961000,11526988.66,Kurangi langganan aplikasi jasa yang jarang digunakan.
43182000,15604000,370000,657000,9,Full-time,22,14976000,28206000,21482934.36,Kurangi langganan aplikasi jasa yang jarang digunakan.
32282000,8359000,552000,841000,9,Part-time,36,5480000,26802000,14460325.35,Kurangi langganan aplikasi jasa yang jarang digunakan.
31162000,8998000,2757000,110000,3,Freelance,23,9500000,21662000,22017572.2,"Kurangi makan di luar, coba masak sendiri di rumah."
20715000,4454000,1832000,118000,9,Part-time,46,15981000,4734000,12514211.48,Kurangi langganan aplikasi jasa yang jarang digunakan.
40452000,13177000,2961000,276000,3,Contract,18,18422000,22030000,27793261.37,"Sudah cukup hemat, pertahankan kebiasaan menabung."
6820000,1627000,698000,273000,9,Student,37,5716000,1104000,5255013.276,Kurangi langganan aplikasi jasa yang jarang digunakan.
42380000,10372000,2006000,766000,9,Full-time,38,5884000,36496000,23470771.18,Kurangi langganan aplikasi jasa yang jarang digunakan.
9001000,1891000,751000,538000,8,Part-time,40,6377000,2624000,7861493.704,Kurangi langganan aplikasi jasa yang jarang digunakan.
22044000,6588000,2205000,872000,3,Full-time,56,12614000,9430000,20572254.84,"Kurangi makan di luar, coba masak sendiri di rumah."
47516000,18019000,758000,134000,5,Student,48,39392000,8124000,19080697.5,"Sudah cukup hemat, pertahankan kebiasaan menabung."
48774000,12671000,976000,496000,9,Part-time,29,38046000,10728000,16466107.67,Kurangi langganan aplikasi jasa yang jarang digunakan.
40931000,12210000,1672000,579000,10,Student,19,30622000,10309000,18759606.7,Kurangi langganan aplikasi jasa yang jarang digunakan.
42973000,10126000,1850000,914000,5,Full-time,58,31943000,11030000,24650521.6,"Sudah cukup hemat, pertahankan kebiasaan menabung."
24319000,6432000,858000,572000,1,Contract,54,18592000,5727000,14631375.98,"Sudah cukup hemat, pertahankan kebiasaan menabung."
33023000,12348000,1352000,897000,4,Full-time,22,25984000,7039000,25386700.38,"Cobalah menggunakan transportasi umum seperti angkot, bus, atau KRL."
